Site_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Institution
Boyani_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3290144006002775e-05,0.15917195858277355,0.9254474207800398,1.178704869278416,1.2188552961698291,1.1647641857599467,1.0213356930733546,0.7809251217662494,0.46282499232887536,0.11268127858759641,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Busa_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596096543418653,0.0916164545841127,0.2994587126445569,0.8754036161989444,1.1381794987052982,1.2186478983382796,1.177870098975208,1.0380154418406957,0.8046406003574773,0.4932729863501778,0.1413311418837728,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Chingombero_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04943815431535478,0.6267414269838424,0.9781890220599814,1.1359903777328735,1.1837624787627914,1.140831331527758,0.9978305965706171,0.7819221960665268,0.5115252287225186,0.15653951648781608,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Dadacha_Basa_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016533986260071882,0.012570091014627723,0.10661148119285334,0.5323991745274974,0.9749945765621395,1.1515742583571698,1.1161989768252834,0.9862403162875473,0.7563543919873478,0.4322968372515253,0.0818490566702249,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Isiolo_Samburu_Complex_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016627430682552926,0.22973975473900005,0.5285321229432853,0.8654657154378071,1.1602388353147803,1.2282475600423743,1.1942139176279036,1.065053666438768,0.8273208565314173,0.508709034382072,0.15069207386085132,1.2926092411808928e-05,0.0,0.0,0.0,0.0,0.0,Clinic
Kavunyalo_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008242326156964084,0.03876004388631987,0.1222264457574179,0.3260749421910089,0.9737000698681931,1.1718034760787288,1.1538483112113544,1.0214717958275181,0.789244202386452,0.4608069229790445,0.08078575745427959,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Mabesheni_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05272128748824179,0.18703953184111538,0.49900819097569815,1.0615976819582393,1.1977914106923724,1.1648899430617596,1.0127050841689085,0.7891710959781523,0.4712664266929509,0.12444848934887798,5.334814852134032e-07,0.0,0.0,0.0,0.0,0.0,Clinic
Makamini_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020138637631726537,0.21524612734401755,0.8633628648752393,1.1275625244740224,1.2466980630543643,1.2712515511346436,1.2109926187655922,1.0642381351688441,0.828532248399523,0.5131338495119251,0.1615153900944547,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Mazola_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013757605477936573,0.08505691536200012,0.6024275290612076,1.0718361426802798,1.2324753618467144,1.2709878921420983,1.2062621919582925,1.0663220588319449,0.8330879150865441,0.5166428337533168,0.1636195529103269,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Mbulia_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004336149611690351,0.15149127559570094,0.8997849333349865,1.198246810566212,1.3184369761219223,1.334291246456336,1.2701409704866393,1.1114563922492755,0.864979066876664,0.5527252965084052,0.2041794441638936,2.0496454750686763e-06,0.0,0.0,0.0,0.0,0.0,Clinic
Mgange_Dawida_Health_centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02653098029579926,0.34945491372220416,0.6655345183617761,0.9568777829320029,1.0817556381606905,1.1069073905834574,1.0607244296310363,0.9456937594678035,0.7289317881719941,0.46062751698827326,0.15308619888159436,7.507327822339879e-06,0.0,0.0,0.0,0.0,0.0,Clinic
Mgange_Nyika_health_centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04754517174014343,0.5249420234237087,0.8392793488962729,1.055721896528074,1.1607231826343942,1.1700561721955565,1.120730927908895,1.009968425223908,0.8022412335955031,0.5153113554613088,0.18829491049032124,5.114374999770597e-06,0.0,0.0,0.0,0.0,0.0,Clinic
Mtumwa_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0624577579804076e-05,0.009168047851659766,0.08390412207999108,0.4490590533383796,0.9476425739941451,1.1047265911164006,1.100703567009817,0.9738901323206118,0.7530119836296919,0.4722234044317971,0.14901976767135872,9.696916869550227e-05,0.0,0.0,0.0,0.0,0.0,Clinic
Mwembe_Kati_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012411769890647722,0.10030243778283798,0.31914760085770216,0.8029774940366605,1.1201420777920916,1.1819746479533604,1.1439917397440151,0.9981795931093035,0.7663230415050623,0.4530770981467252,0.10596775764692645,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Sagalla_Health_Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04544685511424349,0.2872324958042265,0.48628596812560615,0.6688679918218032,0.8366199965370767,0.9088336641577616,0.9723956007188765,0.915191452154744,0.7283942045319266,0.4493233305139448,0.1600677705932918,0.00030415842060319595,0.0,0.0,0.0,0.0,0.0,Clinic
Saghaighu_dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035574590380620975,0.15629038476589946,0.356703286681822,0.7621702148317389,1.1023004715373987,1.1863449829575496,1.1502374527655308,0.9966224199007656,0.7647797361397094,0.4656411770088883,0.13202132126196728,9.866460187403334e-06,0.0,0.0,0.0,0.0,0.0,Clinic
Shakahola_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005676834201650267,0.020448586210569577,0.16108638154085977,0.6615758990274464,1.110821891958776,1.2089476680130369,1.1668430529342149,1.0261980200774263,0.7862804867797222,0.47632367011176335,0.11741682212950767,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Werugha_Health_facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171507491001718,0.24708581437350632,0.4285611129838051,0.5556676195172675,0.7108913101786241,0.9104006530652153,0.9959866429447362,0.9398503637744986,0.7374839079634207,0.4536028579891785,0.14733322662420917,8.680175224874952e-05,0.0,0.0,0.0,0.0,0.0,Clinic
